ParentUSI,Verification,PersonalTitlePrefix,FirstName,MiddleName,LastSurname,GenerationCodeSuffix,MaidenName,Sex
901903,Hospital certificate,Mr,Guy,Ricky,Adkins,Jr,,Male
901904,Baptismal or church certificate,Mr,Ruben,Tyrone,Beasley,,,Male
901905,Other official document,Ms,Eileen,Lessie,Rose,Jr,,Female
901906,Hospital certificate,Mr,Floyd,Chester,Williams,,,Male
901907,Parents affidavit,Mr,Larry,Adam,Hendrix,Jr,,Male
901908,Parents affidavit,Ms,Krista,Sheree,Griffin,,,Female
901909,Other,Mr,Allan,Joe,Cantu,,,Male
901910,State-issued ID,Ms,Rebecca,Robyn,Robertson,Jr,,Female
901911,Other official document,Mr,George,Bob,Bonner,,,Male
901912,Other official document,Ms,Roberta,Jeanne,Solomon,Jr,,Female
901913,Life insurance policy,Mr,Joshua,Ernest,Dillard,,,Male
901914,Entry in family Bible,Mr,Ruben,Daryl,Medina,Jr,,Male
901915,Birth certificate,Mr,Jordan,Fernando,Valencia,Jr,,Male
901916,Other,Ms,Shelia,Shana,Henderson,Jr,,Female
901917,Hospital certificate,Mr,Glenn,Darryl,Greer,,,Male
901918,Life insurance policy,Ms,Laura,Morgan,Larsen,,,Female
901919,Baptismal or church certificate,Mr,Dwayne,Lonnie,Buckner,,,Male
901920,Other non-official document,Ms,Ladonna,Janine,Emerson,,,Female
901921,Physicians certificate,Mr,Douglas,Albert,Adams,,,Male
901922,Baptismal or church certificate,Mr,Clayton,Ted,Alvarez,,,Male
901923,Immigration document/visa,Ms,Sharron,Antonia,Callahan,,,Female
901924,Hospital certificate,Mr,Stephen,Curtis,Maxwell,,,Male
901925,Other official document,Ms,Wendy,Robbie,Reilly,,,Female
901926,Other,Mr,Travis,Ronald,Callahan,,,Male
901927,Other official document,Ms,Patrice,Mitzi,Mccullough,,,Female
901928,Baptismal or church certificate,Mr,Clyde,Allan,Chambers,,,Male
901929,Life insurance policy,Ms,Florine,Sandra,Donovan,Jr,,Female
901930,State-issued ID,Ms,Darcy,Janice,Grant,,,Female
901931,Entry in family Bible,Mr,Joel,Milton,Valdez,,,Male
901932,State-issued ID,Mr,Sidney,Brent,Coleman,Jr,,Male
901933,Parents affidavit,Ms,Christie,Sadie,Michael,,,Female
901934,State-issued ID,Ms,Debora,Elnora,David,,,Female
901935,Other official document,Mr,Wallace,Duane,Michael,,,Male
901936,Parents affidavit,Ms,Maryellen,Maryellen,Merrill,Jr,,Female
901937,Other official document,Ms,Kristi,Millicent,Holland,,,Female
901938,Previously verified school records,Mr,Alberto,Mathew,Hobbs,,,Male
901939,Previously verified school records,Ms,Ladonna,Eva,Tillman,,,Female
901940,Life insurance policy,Ms,Evangelina,Marcy,Thompson,,,Female
901941,Other,Mr,Ronnie,Douglas,Gilbert,,,Male
901942,Other,Ms,Kendra,Kathryn,Joseph,,,Female
901943,Other,Mr,Fred,Stanley,Rios,,,Male
901944,Hospital certificate,Ms,Leonor,Laurel,Meadows,,,Female
901945,Other official document,Mr,Bradley,Russell,Cohen,,,Male
901946,Life insurance policy,Mr,Steven,Ramon,Williams,,,Male
901947,Previously verified school records,Mr,Roger,Don,Barrett,,,Male
901948,Baptismal or church certificate,Ms,Billie,Jillian,Harper,,,Female
901949,Baptismal or church certificate,Mr,Andre,Ernest,Gomez,,,Male
901950,Birth certificate,Ms,Kristina,Johanna,Pierce,,,Female
901951,Other official document,Mr,Dale,Karl,Lara,Jr,,Male
901952,Hospital certificate,Ms,Lydia,Victoria,Barker,Jr,,Female
901953,Immigration document/visa,Ms,Naomi,Anastasia,Hale,,,Female
901954,Other,Mr,Jimmie,Gregory,Griffin,,,Male
901955,Other non-official document,Ms,Gracie,Joyce,Wooten,,,Female
901956,Entry in family Bible,Mr,Bryan,Gabriel,George,,,Male
901957,Parents affidavit,Ms,Jaclyn,Terra,Wiggins,Jr,,Female
901958,State-issued ID,Ms,Nola,Sally,Lindsey,Jr,,Female
901959,Life insurance policy,Mr,Daniel,Allan,Anderson,Jr,,Male
901960,Other official document,Ms,Janelle,Margaret,Burns,,,Female
901961,Immigration document/visa,Mr,Russell,Frederick,Conway,,,Male
901962,Baptismal or church certificate,Mr,Tommy,Troy,Woods,,,Male
901963,State-issued ID,Ms,Lucile,Rhoda,Pace,Jr,,Female
901964,Previously verified school records,Mr,Kirk,Vincent,Watts,,,Male
901965,Entry in family Bible,Ms,Kaitlin,Cathryn,Keith,,,Female
901966,Birth certificate,Mr,Edgar,Kevin,Jennings,,,Male
901967,Immigration document/visa,Ms,Marla,Cherry,Cooley,,,Female
901968,Other official document,Ms,Evangelina,Geneva,Rush,,,Female
901969,Other official document,Mr,Bruce,Tyler,Valentine,,,Male
901970,Hospital certificate,Ms,Debora,Harriett,Leon,,,Female
901971,Birth certificate,Ms,Gail,Annmarie,Russo,,,Female
901972,Physicians certificate,Mr,Walter,Lawrence,Vaughan,Jr,,Male
901973,Immigration document/visa,Ms,Alexandria,Cecile,Byrd,,,Female
901974,Baptismal or church certificate,Ms,Liz,Effie,Hart,,,Female
901975,Other official document,Mr,Byron,Francisco,Blair,Jr,,Male
901976,Entry in family Bible,Mr,George,Christopher,Farrell,,,Male
901977,Other,Ms,Dorthy,Candy,Grant,,,Female
901978,Hospital certificate,Mr,Edward,Randy,Shields,,,Male
901979,Parents affidavit,Ms,Suzette,Althea,Hicks,,,Female
901980,Hospital certificate,Mr,Ruben,Sidney,Mclean,,,Male
901981,Other,Mr,Marvin,Morris,Holden,,,Male
901982,Other non-official document,Mr,Peter,Rick,Wise,,,Male
901983,Birth certificate,Mr,Bob,Dustin,Watts,Jr,,Male
901984,Baptismal or church certificate,Ms,Esther,Sybil,Mathis,,,Female
901985,Previously verified school records,Ms,Charlotte,Suzanne,May,,,Female
901986,Hospital certificate,Mr,Christian,Floyd,Gould,,,Male
901987,Passport,Mr,Gabriel,Reginald,Bush,,,Male
901988,Baptismal or church certificate,Ms,Beatriz,Michele,Love,Jr,,Female
901989,Immigration document/visa,Mr,Gabriel,Johnnie,Lara,Jr,,Male
901990,Other non-official document,Mr,Julio,Jessie,Giles,,,Male
901991,Other non-official document,Mr,Erik,Daryl,Gould,Jr,,Male
901992,Passport,Ms,Jeanie,Latonya,Garcia,Jr,,Female
901993,Physicians certificate,Mr,Adrian,Gary,Casey,Jr,,Male
901994,Hospital certificate,Ms,Jewel,Carissa,Sanford,,,Female
901995,State-issued ID,Mr,Dennis,Julio,Keith,Jr,,Male
901996,Physicians certificate,Mr,Joseph,Tony,Marks,Jr,,Male
901997,Immigration document/visa,Ms,Edwina,Carmen,Shields,Jr,,Female
901998,State-issued ID,Mr,Stanley,Seth,Knowles,,,Male
901999,Other,Ms,Andrea,Nannie,Wilson,,,Female
902000,Passport,Mr,Harvey,Adam,Ayala,,,Male
902001,Parents affidavit,Mr,Charlie,Jorge,Montoya,Jr,,Male
902002,Other official document,Ms,Loretta,Genevieve,Paul,Jr,,Female
902003,Physicians certificate,Mr,Russell,Nicholas,Palmer,,,Male
902004,Other,Mr,Ricky,Clarence,Riley,,,Male
902005,Hospital certificate,Ms,Geneva,Lakeisha,Solomon,,,Female
902006,Hospital certificate,Mr,Marion,Terrence,Marshall,,,Male
902007,Previously verified school records,Ms,Alexandra,Jennifer,Lowe,Jr,,Female
902008,Other official document,Mr,Alan,Charles,Vasquez,,,Male
902009,Hospital certificate,Ms,Tonia,Monique,Kerr,,,Female
902010,Other non-official document,Mr,Lonnie,Chris,Robles,,,Male
902011,Physicians certificate,Mr,Wallace,Ricky,Mcneil,,,Male
902012,Previously verified school records,Ms,Fannie,Colette,Perkins,,,Female
902013,Hospital certificate,Mr,Seth,Nathaniel,Porter,,,Male
902014,Other official document,Ms,Daisy,Willa,Massey,,,Female
902015,Hospital certificate,Mr,Bob,Miguel,Chapman,Jr,,Male
902016,Life insurance policy,Ms,Jannie,Jaclyn,Sampson,Jr,,Female
902017,Birth certificate,Mr,Jay,Rick,Doyle,,,Male
902018,Previously verified school records,Ms,Adrian,Marie,Solomon,,,Female
902019,Physicians certificate,Mr,Randy,Kirk,Stein,,,Male
902020,Baptismal or church certificate,Mr,Billy,Theodore,Schneider,Jr,,Male
902021,Entry in family Bible,Ms,Delia,Roslyn,Dodson,Jr,,Female
902022,Parents affidavit,Mr,David,Alan,Gibbs,,,Male
902023,Passport,Ms,Kim,Randi,Wilkinson,,,Female
902024,Baptismal or church certificate,Mr,Nelson,Derek,Riddle,,,Male
902025,Hospital certificate,Ms,Abby,Manuela,Ingram,Jr,,Female
902026,Life insurance policy,Mr,Kent,Gilbert,Lopez,,,Male
902027,Immigration document/visa,Ms,Adeline,Esperanza,Beasley,,,Female
902028,Immigration document/visa,Ms,Maggie,Sallie,Mcfadden,,,Female
902029,Passport,Ms,Patrica,Clara,Preston,,,Female
902030,Birth certificate,Mr,Gene,Peter,Goodwin,Jr,,Male
902031,Other,Ms,Fran,Sallie,Horn,,,Female
902032,Entry in family Bible,Mr,Fred,Tom,Neal,,,Male
902033,Other,Ms,Pamela,Deloris,Nguyen,,,Female
902034,State-issued ID,Mr,Jacob,Seth,Daugherty,Jr,,Male
902035,Previously verified school records,Ms,Alexandra,Janis,Sherman,Jr,,Female
902036,Previously verified school records,Mr,Brad,Luis,Jennings,,,Male
902037,Parents affidavit,Ms,Linda,Violet,Elliott,,,Female
902038,Other official document,Ms,Olive,Amparo,Elliott,Jr,,Female
902039,Other,Mr,Jason,Byron,Barr,,,Male
902040,Physicians certificate,Mr,Bryan,Jeffrey,Hatfield,,,Male
902041,Baptismal or church certificate,Mr,Clayton,Jessie,Burnett,,,Male
902042,Parents affidavit,Ms,Roslyn,Ursula,Mercer,,,Female
902043,Hospital certificate,Mr,Franklin,Darrell,Maldonado,Jr,,Male
902044,Birth certificate,Mr,Rene,Brett,Sanford,,,Male
902045,Birth certificate,Mr,Dwight,Carl,Park,,,Male
902046,Parents affidavit,Mr,Jerome,Carlos,Peters,,,Male
902047,Hospital certificate,Ms,Angelique,Araceli,Norris,Jr,,Female
902048,Physicians certificate,Mr,Bruce,Juan,Webster,,,Male
902049,Hospital certificate,Ms,Janelle,Cecile,Sosa,Jr,,Female
902050,Baptismal or church certificate,Ms,Sasha,Dona,Owens,,,Female
902051,State-issued ID,Ms,Rene,Eunice,Vance,,,Female
902052,Life insurance policy,Mr,Bob,Alan,Murray,Jr,,Male
902053,Hospital certificate,Ms,Hilda,Claudette,Lucas,,,Female
902054,Physicians certificate,Ms,Robert,Marva,Conrad,,,Female
902055,Life insurance policy,Ms,Glenda,Adele,Shields,,,Female
902056,Immigration document/visa,Ms,Leslie,Ora,Maddox,,,Female
902057,Entry in family Bible,Mr,Jorge,Cody,Howe,,,Male
902058,Baptismal or church certificate,Ms,Rowena,Bethany,Camacho,,,Female
902059,Other non-official document,Ms,James,Charlotte,Marshall,Jr,,Female
902060,Entry in family Bible,Mr,Lewis,Victor,Burnett,,,Male
902061,Birth certificate,Mr,Everett,Mathew,Hendrix,,,Male
902062,Baptismal or church certificate,Ms,Dollie,Gloria,Hancock,,,Female
902063,Entry in family Bible,Ms,Malinda,Nanette,Barnes,,,Female
902064,Parents affidavit,Mr,Seth,Eric,Carr,,,Male
902065,State-issued ID,Ms,Iva,Meghan,Keller,,,Female
902066,Life insurance policy,Ms,Sherri,Constance,Reyes,,,Female
902067,Immigration document/visa,Ms,Lila,Hilary,Holcomb,,,Female
902068,Other,Mr,Jon,Lester,Ware,,,Male
902069,Baptismal or church certificate,Mr,Allen,Lloyd,Travis,Jr,,Male
902070,Baptismal or church certificate,Ms,Stacey,Jacquelyn,Stephens,,,Female
902071,Entry in family Bible,Mr,Erik,Hector,Berg,,,Male
902072,Baptismal or church certificate,Mr,Kevin,Arnold,Brennan,,,Male
902073,Immigration document/visa,Ms,Dolly,Mary,Giles,,,Female
902074,Parents affidavit,Mr,Jeffery,Phillip,Bonner,,,Male
902075,Other non-official document,Ms,Lorna,Elise,Brock,Jr,,Female
902076,Other non-official document,Mr,Alfred,Bill,Hatfield,,,Male
902077,Baptismal or church certificate,Ms,Sharron,Carol,Larsen,Jr,,Female
902078,Parents affidavit,Mr,Martin,Philip,Jackson,,,Male
902079,Other official document,Ms,Etta,Keri,Savage,Jr,,Female
902080,Hospital certificate,Mr,Eric,Stanley,Tyler,,,Male
902081,Passport,Mr,Alexander,Andy,Beach,,,Male
902082,Other non-official document,Ms,Sonia,Bernadette,Britt,,,Female
902083,Other non-official document,Mr,Lonnie,James,Larson,,,Male
902084,Previously verified school records,Ms,Rebecca,Stacy,Kirk,,,Female
902085,Baptismal or church certificate,Mr,Maurice,George,Bird,,,Male
902086,Baptismal or church certificate,Ms,Lila,Candy,Macias,Jr,,Female
902087,Previously verified school records,Mr,Gordon,Jared,Harmon,,,Male
902088,Hospital certificate,Ms,Tabitha,Gloria,Hernandez,,,Female
902089,Life insurance policy,Mr,Eric,Jordan,Taylor,,,Male
902090,Passport,Mr,Edwin,Micheal,Sears,,,Male
902091,Hospital certificate,Mr,Timothy,Carl,Shelton,,,Male
902092,Other non-official document,Ms,Gabrielle,Maureen,Meadows,,,Female
902093,Physicians certificate,Ms,Gina,Frankie,Bender,,,Female
902094,Parents affidavit,Ms,Kasey,Evelyn,Zamora,Jr,,Female
902095,Other non-official document,Ms,Gabrielle,Suzanne,Trevino,,,Female
902096,Other,Ms,Jeri,Beatrice,Rivas,,,Female
902097,Baptismal or church certificate,Mr,Frank,Casey,Dominguez,,,Male
902098,Parents affidavit,Ms,Denise,Penelope,Jennings,,,Female
902099,Life insurance policy,Mr,Gene,Max,Herrera,,,Male
902100,Other official document,Ms,Iva,Lou,Schultz,Jr,,Female
902101,Life insurance policy,Mr,Jessie,Fernando,Rowe,,,Male
902102,Other,Ms,Mari,Susanna,Strickland,Jr,,Female
902103,Life insurance policy,Mr,Andy,Henry,Hopper,,,Male
902104,Other non-official document,Ms,Augusta,Nikki,Kirby,,,Female
902105,Other non-official document,Ms,Tracie,Elsa,Trujillo,,,Female
902106,Physicians certificate,Mr,Ray,Brian,Baird,,,Male
902107,Hospital certificate,Mr,Floyd,Gary,Potts,,,Male
902108,Other,Mr,Harry,Willard,Robertson,,,Male
902109,Hospital certificate,Mr,Aaron,Gordon,Allison,Jr,,Male
902110,Other official document,Ms,Deena,Danielle,Mayer,,,Female
902111,Parents affidavit,Ms,Carrie,Frankie,Stephens,Jr,,Female
902112,Baptismal or church certificate,Ms,Miriam,Lisa,Pollard,,,Female
902113,Previously verified school records,Mr,Byron,Herbert,Greer,,,Male
902114,Previously verified school records,Ms,Katie,Kellie,Joyner,,,Female
902115,Immigration document/visa,Mr,Tony,Allan,Barr,,,Male
902116,Life insurance policy,Mr,Andy,Andre,Mcconnell,,,Male
902117,Parents affidavit,Ms,Maude,Jordan,Smith,,,Female
902118,Physicians certificate,Mr,Alexander,Jimmy,Hamilton,,,Male
902119,Life insurance policy,Ms,Fannie,Maria,Whitley,Jr,,Female
902120,Baptismal or church certificate,Mr,Mike,Francisco,Spencer,,,Male
902121,Other non-official document,Ms,Brenda,Lacy,Chen,Jr,,Female
902122,Other non-official document,Mr,Herbert,Gary,Osborne,,,Male
902123,Birth certificate,Ms,Addie,Hester,Clayton,,,Female
902124,Previously verified school records,Mr,Micheal,Jeffery,Harding,,,Male
902125,Other,Ms,Jenna,Deborah,Reynolds,,,Female
902126,Other official document,Ms,Hannah,Tara,Hayes,,,Female
902127,Hospital certificate,Mr,Dave,Ruben,Pitts,,,Male
902128,Previously verified school records,Ms,Jasmine,Monique,Dudley,,,Female
902129,Other official document,Ms,Bethany,Young,Britt,,,Female
902130,Other non-official document,Mr,Jeffery,Daryl,Burns,,,Male
902131,Hospital certificate,Mr,Wesley,Clayton,Griffith,,,Male
902132,Birth certificate,Ms,Christina,Nannie,Jacobson,Jr,,Female
902133,Hospital certificate,Mr,Adrian,Greg,Bullock,,,Male
902134,Parents affidavit,Ms,Lydia,Karyn,Moreno,,,Female
902135,State-issued ID,Mr,Harold,John,Mckay,,,Male
902136,Baptismal or church certificate,Mr,Sergio,Bruce,Huff,,,Male
902137,Previously verified school records,Ms,Alissa,Opal,Donovan,,,Female
902138,Physicians certificate,Mr,Daniel,Matthew,Hall,,,Male
902139,Passport,Ms,Barbara,Sherrie,Hampton,,,Female
902140,Immigration document/visa,Ms,Mayra,Shelley,Mcneil,,,Female
902141,Entry in family Bible,Mr,Jay,Adrian,Jackson,,,Male
902142,Immigration document/visa,Ms,Delores,Cassandra,Combs,,,Female
902143,Birth certificate,Ms,Lucia,Constance,Carver,,,Female
902144,Other non-official document,Mr,Sidney,Dustin,Zamora,,,Male
902145,Physicians certificate,Mr,Ivan,Ernest,Grant,,,Male
902146,Parents affidavit,Ms,Noemi,Trudy,Ashley,,,Female
902147,Other,Mr,Dwight,Casey,Andrews,,,Male
902148,State-issued ID,Ms,Monique,Lorna,York,,,Female
902149,Baptismal or church certificate,Ms,Gena,Fern,Landry,,,Female
902150,Other,Mr,Ian,Kent,Frost,,,Male
902151,Previously verified school records,Ms,Vicki,Muriel,Ramirez,,,Female
902152,Baptismal or church certificate,Mr,Billy,Dave,Morrison,,,Male
902153,Baptismal or church certificate,Ms,Aida,Lucille,Tyson,,,Female
902154,Physicians certificate,Mr,Reginald,Marc,Griffin,,,Male
902155,Baptismal or church certificate,Mr,Don,Samuel,Mercado,,,Male
902156,Immigration document/visa,Mr,Thomas,Morris,Castillo,,,Male
902157,Hospital certificate,Ms,Therese,Dorthy,Grant,,,Female
902158,Other non-official document,Ms,Harriet,Tiffany,Wilkinson,,,Female
902159,Birth certificate,Mr,Richard,Felix,Fox,,,Male
902160,Passport,Ms,Billie,Camille,Merritt,,,Female
902161,Birth certificate,Mr,Bryan,Sean,Kelly,,,Male
902162,Birth certificate,Ms,Daisy,Marian,Dean,,,Female
902163,Immigration document/visa,Mr,Manuel,Jason,French,,,Male
902164,Physicians certificate,Ms,Marilyn,Bettie,Barrera,,,Female
902165,Other non-official document,Mr,Wesley,Bryan,Rodriguez,,,Male
902166,Other,Ms,Carmen,Katheryn,Herrera,,,Female
902167,Baptismal or church certificate,Mr,Calvin,Leroy,Rich,,,Male
902168,Parents affidavit,Ms,Kris,Angie,Raymond,,,Female
902169,Birth certificate,Mr,Danny,Joel,Chaney,Jr,,Male
902170,Immigration document/visa,Ms,Sue,Kathie,Norris,Jr,,Female
902171,Birth certificate,Mr,Manuel,Enrique,Dominguez,,,Male
902172,Other,Mr,Paul,Dennis,Snow,Jr,,Male
902173,Life insurance policy,Mr,Johnny,Maurice,Vinson,,,Male
902174,Previously verified school records,Ms,Jewell,Kelli,Johnson,Jr,,Female
902175,Entry in family Bible,Mr,Ken,Wallace,Vang,Jr,,Male
902176,Immigration document/visa,Ms,Chelsea,Hilda,Blake,,,Female
902177,Birth certificate,Mr,Clifton,Hector,Mclaughlin,,,Male
902178,Entry in family Bible,Ms,Mary,Concetta,Soto,,,Female
902179,Immigration document/visa,Ms,Greta,Alma,Head,,,Female
902180,Baptismal or church certificate,Mr,Edgar,Oscar,Chase,,,Male
902181,Previously verified school records,Mr,Warren,Anthony,Mccarthy,,,Male
902182,Birth certificate,Ms,Corinne,Marcia,Griffith,Jr,,Female
902183,Previously verified school records,Mr,Warren,Gary,Crawford,Jr,,Male
902184,Life insurance policy,Ms,Sheryl,Trisha,Levine,,,Female
902185,Parents affidavit,Mr,Glenn,Stephen,Valenzuela,,,Male
902186,Birth certificate,Ms,Staci,Chandra,Contreras,,,Female
902187,Parents affidavit,Mr,Ken,Patrick,Farrell,,,Male
902188,Baptismal or church certificate,Mr,Bob,Steve,Trevino,Jr,,Male
902189,Hospital certificate,Mr,Rodney,Fernando,Petersen,,,Male
902190,Birth certificate,Ms,Malinda,Helga,Griffin,,,Female
902191,State-issued ID,Mr,Jack,Bryan,Colon,Jr,,Male
902192,Birth certificate,Ms,Marion,Rosalinda,Mccray,Jr,,Female
902193,Birth certificate,Mr,Eric,Albert,Mendoza,,,Male
902194,State-issued ID,Ms,Shirley,Kerri,Hess,Jr,,Female
902195,Entry in family Bible,Mr,Raul,Jeffrey,Conley,,,Male
902196,Previously verified school records,Ms,Brittney,Merle,Williamson,Jr,,Female
902197,Other non-official document,Mr,Roberto,Lonnie,Guerrero,Jr,,Male
902198,Hospital certificate,Ms,Cecilia,Becky,Wolf,Jr,,Female
902199,Birth certificate,Mr,Thomas,Nicholas,Knapp,,,Male
902200,Baptismal or church certificate,Ms,Mattie,Francisca,Jacobs,,,Female
902201,Other official document,Mr,Travis,Ronald,Bullock,,,Male
902202,Entry in family Bible,Ms,Zelma,Marci,Schneider,,,Female
902203,Other official document,Mr,Harry,Joel,Holmes,,,Male
902204,Physicians certificate,Ms,Deirdre,Sophie,Carlson,,,Female
902205,Life insurance policy,Ms,Pam,Dona,Blake,,,Female
902206,Hospital certificate,Mr,Vincent,Henry,Elliott,Jr,,Male
902207,Life insurance policy,Ms,Traci,Brenda,Dotson,,,Female
902208,Immigration document/visa,Ms,Miriam,Josefa,Vargas,,,Female
902209,Entry in family Bible,Mr,Fernando,Shawn,Chang,,,Male
902210,Baptismal or church certificate,Ms,Eleanor,Leanne,Franklin,,,Female
902211,State-issued ID,Mr,Angel,Ricardo,Osborn,,,Male
902212,Life insurance policy,Ms,Stacey,Patsy,Bryant,,,Female
902213,State-issued ID,Mr,Roger,Wayne,Chang,Jr,,Male
902214,Other official document,Ms,Mary,Edith,Hatfield,,,Female
902215,Entry in family Bible,Mr,Aaron,Clifford,Mcgee,,,Male
902216,Passport,Ms,Gertrude,Dolly,Nieves,,,Female
902217,Physicians certificate,Mr,Marvin,Julian,Berg,,,Male
902218,Previously verified school records,Mr,Marvin,Erik,Tanner,,,Male
902219,Baptismal or church certificate,Ms,Joanne,Stacy,Mccarthy,,,Female
902220,Immigration document/visa,Mr,Jeffrey,Andre,Booth,,,Male
902221,Hospital certificate,Mr,Cory,Joseph,Reese,,,Male
902222,Physicians certificate,Ms,Christi,Aisha,Ramsey,,,Female
902223,Parents affidavit,Mr,Max,Edward,Palmer,,,Male
902224,Passport,Ms,Aurora,Ashlee,Rojas,,,Female
902225,Life insurance policy,Mr,Leroy,Seth,Meadows,,,Male
902226,Previously verified school records,Ms,Kate,Margery,Fuentes,Jr,,Female
902227,Baptismal or church certificate,Mr,Jonathan,Alan,Kent,,,Male
902228,Passport,Ms,Jeannette,Maricela,Wolfe,,,Female
902229,Life insurance policy,Ms,Augusta,Estella,Malone,Jr,,Female
902230,Immigration document/visa,Ms,Jodi,Gabriela,Ingram,,,Female
902231,State-issued ID,Mr,Darrell,Jessie,Aguirre,,,Male
902232,Other,Ms,Beverly,Berta,Schroeder,,,Female
902233,Baptismal or church certificate,Mr,Dwayne,Travis,Noble,,,Male
902234,Baptismal or church certificate,Mr,Terrence,Glenn,Griffin,,,Male
902235,Passport,Mr,Ross,Bruce,Mckenzie,,,Male
902236,State-issued ID,Ms,Cynthia,Gabriela,Leon,,,Female
902237,Other official document,Mr,Eugene,Joe,Williams,,,Male
902238,Baptismal or church certificate,Ms,Doreen,Angeline,Dickerson,,,Female
902239,Previously verified school records,Mr,Keith,Tyrone,Hurley,,,Male
902240,Other official document,Mr,Ronald,Brad,Fuller,,,Male
902241,Physicians certificate,Ms,Gladys,Kathrine,Gilbert,Jr,,Female
902242,Hospital certificate,Mr,Zachary,Ray,Beasley,Jr,,Male
902243,Baptismal or church certificate,Ms,Olivia,Betsy,Salas,,,Female
902244,Entry in family Bible,Ms,Frankie,Tammi,Sykes,Jr,,Female
902245,Other non-official document,Mr,Todd,James,Stafford,,,Male
902246,Parents affidavit,Mr,George,Darryl,Daniel,Jr,,Male
902247,Previously verified school records,Ms,Lora,Brittney,Abbott,,,Female
902248,Other official document,Mr,Scott,Nathaniel,Donaldson,,,Male
902249,Previously verified school records,Ms,Christine,Ilene,Rogers,,,Female
902250,Parents affidavit,Mr,Casey,Kyle,Avery,Jr,,Male
902251,Physicians certificate,Ms,Consuelo,Ola,Cotton,Jr,,Female
902252,Previously verified school records,Mr,Marcus,Kirk,Greene,,,Male
902253,Baptismal or church certificate,Mr,Cody,Brian,Rivera,,,Male
902254,Other official document,Ms,Gwendolyn,Felicia,Vega,,,Female
902255,Physicians certificate,Mr,Angel,Danny,Vega,,,Male
902256,Life insurance policy,Mr,Nathan,John,Lancaster,,,Male
902257,Baptismal or church certificate,Ms,Jocelyn,Billie,Ramos,,,Female
902258,Other official document,Mr,Perry,Glen,Terrell,Jr,,Male
902259,Entry in family Bible,Ms,Tamera,Inez,Spencer,,,Female
902260,Physicians certificate,Mr,Christian,Ruben,Valentine,,,Male
902261,Life insurance policy,Ms,Consuelo,Magdalena,Luna,,,Female
902262,Other official document,Ms,Ophelia,Brandy,Sargent,Jr,,Female
902263,Birth certificate,Mr,Morris,Jason,Donovan,,,Male
902264,Passport,Mr,Clifton,Raymond,Calhoun,,,Male
902265,Other non-official document,Mr,Jeffrey,Greg,Nielsen,,,Male
902266,Baptismal or church certificate,Ms,Adrienne,Tonia,Frederick,,,Female
902267,Parents affidavit,Mr,Brad,Frederick,Howell,Jr,,Male
902268,Entry in family Bible,Mr,Travis,Larry,Owen,,,Male
902269,State-issued ID,Ms,Luann,Theresa,Meyer,,,Female
902270,Entry in family Bible,Mr,Morris,Alexander,Figueroa,,,Male
902271,Other non-official document,Mr,Harvey,Alex,Hahn,Jr,,Male
902272,Life insurance policy,Ms,Carolina,Miranda,Nelson,Jr,,Female
902273,Immigration document/visa,Ms,Theresa,Faye,Shepard,,,Female
902274,State-issued ID,Mr,Gregory,Ivan,Ramsey,Jr,,Male
902275,Hospital certificate,Ms,Carmen,Christie,Mendez,,,Female
902276,Other non-official document,Mr,Ernest,Terrance,Schwartz,,,Male
902277,Immigration document/visa,Ms,Josie,Clara,Bond,,,Female
902278,Other official document,Ms,Debra,Luella,Mcintyre,,,Female
902279,Other,Mr,Mike,Shane,Ellis,,,Male
902280,Entry in family Bible,Ms,Tammie,Valerie,Mcmahon,Jr,,Female
902281,Hospital certificate,Mr,Jose,Clayton,Quinn,,,Male
902282,Passport,Mr,Troy,Carlos,Patterson,,,Male
902283,Passport,Mr,Dean,Victor,Pace,,,Male
902284,State-issued ID,Ms,Olive,Patty,Vaughan,Jr,,Female
902285,Entry in family Bible,Mr,Derrick,Joseph,Guthrie,,,Male
902286,Baptismal or church certificate,Ms,Krista,Bertha,Giles,,,Female
902287,Baptismal or church certificate,Mr,Felix,Matthew,Myers,,,Male
902288,Hospital certificate,Ms,Augusta,Mallory,Vasquez,,,Female
902289,Baptismal or church certificate,Ms,Gwen,Dana,Moody,,,Female
902290,Birth certificate,Ms,Karyn,Jaclyn,Whitley,,,Female
902291,State-issued ID,Mr,Freddie,Bill,Kim,,,Male
902292,Parents affidavit,Ms,Winifred,Bridgett,Mcmillan,,,Female
902293,Hospital certificate,Mr,Miguel,Guy,Vargas,Jr,,Male
902294,Birth certificate,Ms,Angelique,Casey,Delaney,,,Female
902295,Birth certificate,Mr,Wesley,Lewis,Collins,,,Male
902296,Previously verified school records,Ms,Vonda,Jamie,Maxwell,,,Female
902297,Baptismal or church certificate,Mr,Chad,Jesus,Jefferson,Jr,,Male
902298,Parents affidavit,Ms,Darcy,Maude,Ayala,,,Female
902299,Hospital certificate,Mr,Samuel,Alfredo,Dean,,,Male
902300,Parents affidavit,Ms,Evangelina,Yvette,Espinoza,,,Female
902301,Physicians certificate,Mr,Frank,Jeffrey,Hood,,,Male
902302,Previously verified school records,Ms,Wendy,Carrie,Potts,,,Female
902303,Passport,Mr,Jesse,Albert,Alston,,,Male
902304,Birth certificate,Ms,Carrie,Shannon,Middleton,,,Female
902305,Birth certificate,Mr,Leroy,Michael,Morris,Jr,,Male
